"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"1","hospital","hospital","hospital","hospital","mask","mask","nba","mask","ventilator","hospital","ventilator","ventilator","equipment","equipment","equipment","care","farm","app","app","nurse","hospital","tracer","hernández","bolsonaro","indigenous","prison","vote","office","election","election","bolsonaro","trump","trump","trump","trump","trump","trump","trump","trump","white","white","biden","trump","trump","house","fund","leader","bill","trump","house","biden","biden","biden","biden","white","house","biden","biden","house","biden","fund","psaki","administration","baseball","market","sii","job","back","region","first","job","big","condition","passenger","passenger","committee","total","country","pandemic"
"2","medical","patient","medical","protective","production","nurse","jazz","test","hospital","ventilator","patient","hospital","supply","florida","protective","ventilator","ventilator","vote","nurse","care","care","bolsonaro","tracer","indigenous","bolsonaro","inmate","bolsonaro","brazilian","mail","vote","mail","biden","president","president","birx","president","white","house","president","trump","house","trump","house","house","mcconnell","republican","deal","package","bill","vote","administration","administration","administration","house","house","bill","house","president","bill","relief","biden","business","remark","sunday","drug","supply","economy","deal","yellow","são","benefit","unite","patient","flight","agency","examine","cuba","pandemic","case"
"3","worker","supply","supply","liu","olympic","amazon","player","hospital","mask","supply","hospital","equipment","protective","protective","ppe","nurse","care","plant","care","store","train","senator","federal","veto","law","federal","positive","cnn","bolsonaro","mail","president","president","harris","mask","task","white","president","white","house","house","trump","white","task","white","relief","relief","package","relief","payment","republican","plan","trump","president","relief","president","biden","bill","house","president","administration","billion","biden","psaki","game","remdesivir","india","indias","assistance","hong","job","big","plan","passenger","patient","flight","review","death","recent","rise"
"4","patient","build","face","worker","ash","protective","test","ventilator","need","equipment","equipment","supply","ppe","supply","personal","resident","russia","worker","worker","ventilator","worker","yakima","military","law","cnn","bolsonaro","election","president","ballot","postal","trump","ballot","election","rally","comment","house","house","president","interview","president","president","house","white","president","leader","stimulus","stimulus","stimulus","relief","net","presidentelect","order","house","republican","biden","president","vote","administration","payment","billion","administration","administration","address","community","mumbai","per","industry","around","kong","street","american","payroll","postcovid","new","september","heart","record","status","travel"
"5","city","medical","equipment","mask","houlahan","worker","nurse","equipment","equipment","cuomo","bed","patient","kit","kit","worker","home","mink","favor","cdc","doctor","facility","strain","district","jair","test","staff","president","sheriff","brazilian","ballot","campaign","voter","reporter","re","president","task","official","campaign","rally","science","comment","president","transition","donald","bill","bill","relief","congress","check","president","joe","federal","trump","democrat","committee","senate","wage","harris","stimulus","american","relief","small","cdc","fact","supply","send","ward","job","along","friday","economy","job","fine","industry","case","also","start","since","event"
"6","supply","cross","patient","face","medical","price","mask","website","bed","york","supply","protective","gown","personal","test","worker","equipment","hospital","visit","conte","german","member","resolution","town","veto","bureau","negative","positive","vote","stone","biden","joe","mason","event","white","force","mask","event","event","meadow","prince","presidentelect","president","jr","republican","liability","aid","billion","stimulus","individual","bidens","executive","white","budget","administration","democrat","democrat","american","biden","white","psaki","program","american","quickly","demand","statement","india","material","fitness","back","enhance","minister","group","issue","new","say","sunday","mass","patient"
"7","build","equipment","mask","die","redfield","million","season","nurse","supply","need","federal","personal","hospital","test","surgical","facility","supply","doctor","device","health","member","federal","decree","dress","brazilian","positive","brazilian","bolsonaro","criticize","plan","jair","election","campaign","sisolak","house","administration","administration","debate","campaign","campaign","video","administration","force","positive","senate","bipartisan","democrat","trump","president","trump","reserve","joe","goal","bill","relief","pass","relief","white","check","bill","address","american","neighbor","red","use","produce","devastate","paul","cyclone","point","psaki","hh","agency","line","say","intervention","case","expert","allow"
"8","staff","help","nigerian","equipment","worker","drive","game","care","cuomo","patient","nurse","gov","swab","department","medical","personal","feel","care","facility","visit","staff","supply","call","brazilian","medical","document","jair","ballot","november","beshear","door","school","donald","mcenany","atla","donald","presidential","rally","adams","chief","message","election","birx","task","white","billion","bill","pass","senate","per","effort","president","supply","pass","bill","committee","minimum","support","earn","law","white","information","white","troop","price","cylinder","crisis","senate","curfew","bus","unemployment","keep","many","transportation","aviation","professional","since","numb","place"
"9","wuhan","bed","facility","medical","inspection","email","utah","defense","york","nurse","mask","company","penny","distribute","york","hospital","shipment","freedom","download","prosecutor","app","brazilian","bolsonaro","party","positive","review","test","love","doctor","voter","vote","presidential","trust","comment","force","hick","harris","donald","white","pandemic","fire","task","biden","ahead","democratic","group","senate","payment","pass","floor","guard","mask","bidens","senate","package","relief","president","increase","american","psaki","support","hh","citizen","slowly","shift","manufacture","cylinder","unemployment","test","prior","friday","administration","federal","cite","ban","website","pandemic","hit","july"
"10","medium","treat","enough","work","church","respirator","oklahoma","protective","federal","mask","protective","newsom","patient","send","bed","health","hospital","give","infect","tanzania","platform","individual","party","exam","community","election","cnn","vote","absentee","machine","hydroxychloroquine","death","mask","campaign","let","mask","top","time","task","technology","sun","joe","administration","tweet","stimulus","pass","billion","president","sign","scenario","relief","briefing","slavitt","resolution","american","white","package","big","relief","house","effort","polis","primary","quote","energy","world","leather","export","orange","along","return","million","common","agency","limit","guideline","numb","travel","analysis"
"11","protective","red","arrest","disease","face","state","worker","bed","production","protective","medical","medical","doctor","delivery","export","department","doctor","use","contact","hospital","bolsonaro","hospital","mention","charge","attend","guidance","saturday","doctor","voter","november","officer","nominee","biden","reporter","china","atla","donald","immune","fauci","donald","break","bidens","brief","son","proposal","congress","congress","house","package","sunday","national","house","psaki","vote","wage","package","white","relief","will","president","additional","jen","carry","sit","world","serum","look","demand","city","optimism","market","aviation","flight","keep","post","gavin","report","one","particularly"
"12","work","personal","help","supply","protective","medical","positive","healthcare","protective","gov","need","respirator","association","ppe","care","professional","facility","digital","ministry","provider","cluster","small","several","costa","general","card","read","nagy","dejoy","poll","death","york","word","donald","source","campaign","wear","ad","attack","end","florida","force","grassley","tell","democrat","senate","local","aid","mcconnell","provide","team","team","joe","white","minimum","administration","senate","joe","vote","plan","make","white","ensure","hesitancy","sell","indias","export","government","back","economy","back","central","faa","normal","transportation","gov","toll","report","bring"
"13","treat","need","worker","nurse","mass","seattle","get","google","gov","bed","state","musk","test","health","shipment","kit","nessel","government","negative","facility","phone","several","trip","design","show","budget","brazils","indigenous","usps","box","election","fund","ask","face","american","biden","disease","context","force","vice","crowd","transition","joe","deborah","joe","democrat","congressional","money","republican","march","cnn","bidens","plan","president","family","week","pass","psaki","household","infrastructure","plan","provide","staff","ensure","emission","minute","supply","hear","note","send","labor","economy","pain","news","weekend","mandate","ministry","slow","last"
"14","bed","use","request","martyr","million","supply","drive","player","defense","stockpile","york","mask","personal","medical","department","illinois","delivery","shortage","resident","workforce","healthcare","near","honduran","court","live","cnn","statement","boat","brazil","right","box","die","question","think","rally","debate","letter","biden","jerome","american","british","team","presidentelect","birx","biden","agreement","mcconnell","deal","congress","bank","hold","us","american","package","legislation","congress","republican","think","psaki","effort","toward","make","business","progress","black","surplus","problem","interview","case","cause","report","force","year","sunday","mandate","kindergarten","country","sunday","recent"
"15","chinese","medium","fever","zhiming","giant","home","million","say","patient","say","cuomo","ppe","worker","shortage","turkey","shipment","black","code","longterm","home","organization","call","declaration","video","prevent","presidential","tweet","husband","tv","kentucky","senator","condition","fact","gelber","face","rally","sen","interview","harris","staff","identify","former","republican","force","bipartisan","sen","house","benefit","direct","senate","office","american","official","administration","pass","next","american","like","trillion","harris","american","address","want","crowd","charge","organization","oxygen","india","death","region","september","initially","asymptomatic","delta","brand","maskwearing","nation","make","many"
"16","use","organization","personal","director","easter","inspection","team","company","say","state","new","shortage","send","hh","management","distribution","protective","qr","inmate","emergency","ten","home","adopt","medical","tell","lompoc","court","election","postal","campaign","bolsonaros","donald","presidential","press","administration","conversation","include","fox","claim","virus","april","plan","donald","talk","pass","mcconnell","gop","white","vote","ceremony","back","white","office","bidens","bidens","psaki","psaki","package","package","help","person","department","enough","half","shortage","global","worker","three","classify","possible","miss","john","billion","administration","enforcement","robust","grow","less","re"
"17","mask","face","violate","say","pritzker","personal","face","state","trump","personal","deploy","production","treat","examiner","gown","tesla","home","adopt","test","community","live","president","trace","gather","hear","brazilian","society","minister","office","general","instead","safely","kamala","wear","decline","daily","contact","fauci","donald","mike","administration","adviser","mask","reporter","majority","package","source","rend","house","week","trump","reserve","response","amendment","democrat","bidens","manchin","republican","senate","tax","need","president","daily","andy","sit","provide","right","come","extremely","just","stress","acknowledge","airplane","day","read","janssen","spike","population","since"
"18","cnn","center","seven","patient","stockpile","equipment","colorado","supply","personal","federal","personal","nurse","desantis","train","pritzker","equipment","federal","citys","store","patient","work","farm","facebook","request","call","cut","barr","drug","president","bolsonaro","committee","claim","voice","white","think","troye","great","speech","political","penny","donald","source","senate","speak","member","local","talk","unemployment","legislation","amount","expand","presidentelect","zients","check","trump","american","bidens","hero","little","republican","student","announcement","house","individual","municipal","plant","recovery","last","bubble","less","work","shock","propose","pandemic","majority","side","island","african","lack"
"19","outbreak","week","treat","suit","wednesday","sell","statement","need","state","new","gov","gown","capacity","release","supply","available","jersey","resident","base","train","patient","gaynor","hospital","educational","president","release","office","press","station","cast","home","democratic","take","ask","role","multiple","positive","claim","election","administration","rally","read","talk","important","mnuchin","deal","bipartisan","check","benefit","congress","vaccination","office","murthy","plan","joe","vote","administration","call","expect","full","house","application","nearly","hard","gandhi","covax","ioc","dollar","yesterday","combat","plan","appointment","diagnosis","company","administration","breakthrough","bring","figure","dramatically"
"20","healthcare","care","provide","conspiracy","human","many","protective","unit","andrew","production","treat","governor","medical","company","nurse","federal","survey","longterm","code","federal","ohio","phone","election","resolution","cnns","county","rep","test","jair","service","plan","plan","response","house","response","one","staff","american","anthony","like","general","donald","speak","every","mitch","house","liability","direct","american","set","speed","psaki","executive","trillion","psaki","republican","support","remark","white","official","help","community","program","senior","prioritize","remdesivir","arrive","build","citys","turn","keep","delegation","symptom","condition","year","effective","recent","pennsylvania","occupy"
"21","ready","open","government","virus","hospital","can","mother","penny","capacity","ppe","stockpile","california","ventilator","desantis","access","staff","concern","april","sharma","sharma","available","survivor","costa","work","service","inspector","prison","mail","will","letter","give","reopen","previously","justice","standard","lot","foege","twitter","question","political","negative","response","senator","senator","president","aide","majority","republican","individual","determine","transition","zients","us","senator","tax","legislation","increase","run","benefit","will","part","get","group","limit","delhi","try","back","coordination","river","california","add","statistic","initial","grow","monday","pfizerbiontech","countrys","frieden","saint"
