"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"1","hospital","hospital","hospital","hospital","azar","employee","employee","order","order","order","order","order","allow","reopen","reopen","reopen","reopen","reopen","reopen","reopen","phase","indoor","beach","county","order","mask","mask","mask","mask","mask","mask","restriction","dine","gathering","restaurant","restaurant","restaurant","restriction","restriction","will","restriction","bar","will","lockdown","restriction","california","county","california","travel","california","hospital","patient","patient","indoor","court","zoo","capacity","mask","mask","indoor","northam","mask","osaka","capacity","party","election","lockdown","lockdown","black","fungus","shop","support","aim","county","condition","fauci","country","employee","worker"
"2","patient","treat","patient","worker","complaint","washington","work","restaurant","gov","stayhome","gov","gov","beach","allow","allow","will","allow","allow","allow","capacity","reopen","restaurant","county","beach","mask","wear","wear","wear","distance","indoor","will","mask","weekend","will","restriction","bar","will","government","restaurant","restriction","prime","restriction","restaurant","restriction","business","region","bed","bed","california","county","county","county","county","pay","home","gorilla","revenue","mandate","mandate","capacity","indoor","will","olympic","outdoor","election","party","may","pradesh","fungus","black","cruise","proof","develop","campaign","job","booster","committee","worker","employee"
"3","medical","patient","medical","patient","worker","nurse","washington","county","mayor","gov","resident","gathering","will","salon","will","allow","will","will","phase","allow","allow","reopen","order","mayor","indoor","mandate","face","face","gathering","order","face","county","mask","restriction","pm","restriction","allow","uk","region","announce","will","restaurant","restriction","will","will","restriction","california","restaurant","angeles","angeles","angeles","angeles","symptom","los","county","county","cost","gov","lift","restaurant","limit","lift","prefecture","indoor","prime","bjp","pradesh","prime","patient","state","information","emergent","social","growth","indicator","say","tedros","biden","require"
"4","worker","treatment","care","liu","robot","county","care","delivery","issue","essential","murphy","stayhome","wear","beach","wear","ease","restaurant","june","restaurant","open","will","will","will","order","restaurant","passenger","gym","mandate","wear","mandatory","order","bar","restaurant","wear","bar","reopen","restriction","will","will","lockdown","lockdown","lockdown","bar","indoor","order","san","san","capacity","los","los","los","los","california","prison","nurse","ash","indoor","texas","require","venue","order","mandate","tokyo","venue","will","bengal","social","malaysia","council","government","someone","likely","high","positive","confidence","pfizer","decide","federal","proof"
"5","treat","drug","treat","die","committee","seattle","facility","gov","home","state","church","public","limit","will","store","social","gym","restaurant","june","phase","indoor","phase","bar","restaurant","seat","airline","order","indoor","face","outdoor","government","capacity","wear","netanyahu","minister","gathering","close","alert","curfew","macron","minister","pm","limit","outdoor","county","order","los","angeles","county","patient","patient","nearly","order","san","worship","church","hospital","lift","wear","outdoor","close","outdoor","japans","place","reopen","rally","will","nationwide","restriction","maharashtra","know","cruise","science","end","improve","tell","organization","require","york"
"6","test","build","worker","medical","production","kirkland","nurse","store","resident","florida","executive","murphy","meter","mask","restaurant","turkey","restriction","restriction","restriction","business","capacity","july","restaurant","mask","close","face","rule","restaurant","social","local","restriction","outdoor","allow","outdoor","allow","capacity","pm","england","minister","measure","measure","will","measure","allow","gathering","capacity","restriction","patient","stay","hospital","surge","california","campus","state","department","court","resume","abbott","business","mask","restaurant","restaurant","relay","ceremony","west","west","allow","state","state","minister","die","hard","ducey","one","shortterm","infectious","access","requirement","will"
"7","staff","combination","appear","nurse","whistleblower","resident","home","resident","essential","resident","beach","bar","gov","business","beach","distance","museum","phase","will","limit","business","business","mayor","park","outdoor","require","require","distance","mandate","wear","measure","indoor","bar","reopen","will","limit","gathering","local","level","restaurant","zone","zone","lockdown","gathering","capacity","southern","restaurant","limit","pandemic","transport","california","hospital","hospital","store","care","gathering","swiss","restriction","texas","governor","sport","capacity","torch","guest","bengal","hold","state","allow","drug","detect","life","information","fear","rate","datum","efficacy","can","will","mandate"
"8","build","supply","nurse","martyr","staff","king","staff","business","store","issue","press","county","foot","restaurant","restriction","business","social","distance","shop","outdoor","mayor","park","close","distance","bar","will","indoor","social","venue","close","allow","task","beach","lockdown","social","allow","require","minister","government","pm","hungary","measure","pm","limit","stayhome","county","angeles","icu","screen","surge","care","intensive","stayhome","angeles","restriction","indoor","expense","business","state","los","business","ahead","event","game","gandhi","vote","west","sunday","telangana","patient","customer","ceo","system","aim","high","high","know","test","federal"
"9","wuhan","staff","prime","wuchang","gear","facility","resident","cuomo","county","county","limit","mayor","distance","store","business","lift","may","park","resume","restaurant","park","order","july","limit","gathering","police","bar","public","mandatory","face","wear","allow","mayor","allow","tuesday","indoor","outdoor","prime","manchester","local","close","impose","business","restaurant","measure","icu","capacity","order","holiday","bed","icu","unit","department","capacity","facility","employee","justice","state","governor","permit","outdoor","limit","ghaly","will","greece","outdoor","vote","curfew","recover","council","medium","event","patient","request","good","week","also","department","announce"
"10","medium","medical","event","zhiming","tech","company","court","food","effect","jersey","governor","business","order","nail","close","park","phase","limit","outdoor","bar","restaurant","covering","indoor","face","county","indoor","restaurant","measure","georgia","dine","bar","reopen","will","announce","capacity","mask","curfew","measure","allow","public","johnson","curfew","service","household","pm","valley","newsom","restriction","home","southern","see","care","risk","employee","capacity","newsom","situation","greg","place","will","will","yemen","infection","reopen","lift","commission","election","issue","government","seat","barber","international","response","wage","say","make","continue","announce","pass"
